date,number3,number4
2017-05-17,597,9129
2017-05-18,423,6423
2017-05-19,909,8653
2017-05-22,052,7568
2017-05-23,509,6181
2017-05-24,307,0209
2017-05-25,039,9017
2017-05-26,041,2238
2017-05-29,990,5853
2017-05-30,537,6541
2017-05-31,471,6806
2017-06-01,570,9483
2017-06-02,622,5351
2017-06-05,873,9295
2017-06-06,289,9179
2017-06-07,870,4874
2017-06-08,037,3847
2017-06-09,908,3192
2017-06-12,172,6669
2017-06-13,577,2318
2017-06-14,428,4523
2017-06-15,501,6003
2017-06-16,540,0823
2017-06-19,874,0795
2017-06-20,671,9963
2017-06-21,311,8627
2017-06-22,375,6554
2017-06-23,811,8239
2017-06-26,242,8766
2017-06-27,171,1171
2017-06-28,796,8647
2017-06-29,208,0973
2017-06-30,161,2450
2017-07-03,871,0551
2017-07-04,713,6995
2017-07-05,749,3997
2017-07-06,817,6180
2017-07-07,346,4348
2017-07-10,844,0101
2017-07-11,010,5169
2017-07-12,904,0096
2017-07-13,159,3233
2017-07-14,458,3600
2017-07-17,401,4714
2017-07-18,880,4993
2017-07-19,332,2966
2017-07-20,008,8855
2017-07-21,109,1534
2017-07-24,381,8462
2017-07-25,661,6297
2017-07-26,898,7979
2017-07-27,593,1605
2017-07-28,679,9114
2017-07-31,718,6730
2017-08-01,463,6985
2017-08-02,722,2429
2017-08-03,661,8620
2017-08-04,082,5547
2017-08-07,207,1876
2017-08-08,594,5851
2017-08-09,097,7394
2017-08-10,229,7877
2017-08-11,347,6631
2017-08-14,693,9045
2017-08-15,201,5636
2017-08-16,508,7984
2017-08-17,711,6380
2017-08-18,105,4540
2017-08-21,933,3219
2017-08-22,015,7511
2017-08-23,409,5200
2017-08-24,432,1743
2017-08-25,253,7385
2017-08-28,185,6729
2017-08-29,153,3543
2017-08-30,862,3702
2017-08-31,007,2738
2017-09-01,906,5194
2017-09-04,630,0053
2017-09-05,058,7614
2017-09-06,301,0137
2017-09-07,297,7259
2017-09-08,707,4538
2017-09-11,199,2023
2017-09-12,147,7436
2017-09-13,302,0490
2017-09-14,648,0531
2017-09-15,132,1936
2017-09-18,372,2682
2017-09-19,005,3613
2017-09-20,684,5012
2017-09-21,276,2100
2017-09-22,222,3162
2017-09-25,313,9810
2017-09-26,214,1431
2017-09-27,228,5224
2017-09-28,347,0671
2017-09-29,573,3236
2017-10-02,321,6538
2017-10-03,679,3357
2017-10-04,925,2135
2017-10-05,870,2524
2017-10-06,656,9159
2017-10-09,187,5859
2017-10-10,925,7920
2017-10-11,085,2699
2017-10-12,933,8061
2017-10-13,394,6856
2017-10-16,236,6708
2017-10-17,219,6863
2017-10-18,021,7187
2017-10-19,227,4615
2017-10-20,420,6897
2017-10-23,071,6135
2017-10-24,252,5359
2017-10-25,921,3309
2017-10-26,072,6341
2017-10-27,830,6701
2017-10-30,205,9542
2017-10-31,023,4924
2017-11-01,046,3880
2017-11-02,501,1343
2017-11-03,221,3185
2017-11-06,996,2533
2017-11-07,496,7893
2017-11-08,714,8560
2017-11-09,836,2114
2017-11-10,621,6351
2017-11-13,732,4700
2017-11-14,523,9033
2017-11-15,385,5808
2017-11-16,754,5360
2017-11-17,434,5863
2017-11-20,891,8642
2017-11-21,176,9840
2017-11-22,609,3598
2017-11-23,794,9182
2017-11-24,177,7288
2017-11-27,173,9698
2017-11-28,261,6229
2017-11-29,782,0740
2017-11-30,820,6287
2017-12-01,242,9035
2017-12-04,945,1556
2017-12-05,233,2348
2017-12-06,218,4974
2017-12-07,618,4991
2017-12-08,937,0382
2017-12-11,278,3627
2017-12-12,276,8528
2017-12-13,043,1920
2017-12-14,078,8835
2017-12-15,542,6907
2017-12-18,325,0991
2017-12-19,162,8318
2017-12-20,351,8333
2017-12-21,663,9436
2017-12-22,288,0587
2017-12-25,720,8894
2017-12-26,809,6933
2017-12-27,372,4543
2017-12-28,591,9664
2017-12-29,842,7789
2018-01-04,858,5319
2018-01-05,384,6489
2018-01-08,976,5346
2018-01-09,930,9751
2018-01-10,634,1523
2018-01-11,223,5820
2018-01-12,413,7751
2018-01-15,881,6605
2018-01-16,368,5564
2018-01-17,873,3506
2018-01-18,916,6110
2018-01-19,955,3027
2018-01-22,122,3146
2018-01-23,327,0341
2018-01-24,092,6443
2018-01-25,282,0517
2018-01-26,956,8334
2018-01-29,415,9016
2018-01-30,432,4945
2018-01-31,437,4148
2018-02-01,546,7163
2018-02-02,291,8905
2018-02-05,461,2859
2018-02-06,139,2666
2018-02-07,138,2864
2018-02-08,448,2675
2018-02-09,936,9600
2018-02-12,221,9246
2018-02-13,876,1509
2018-02-14,347,6647
2018-02-15,631,3275
2018-02-16,725,1540
2018-02-19,949,5550
2018-02-20,271,4687
2018-02-21,545,8987
2018-02-22,320,2979
2018-02-23,060,0757
2018-02-26,060,5510
2018-02-27,350,7336
2018-02-28,839,0626
2018-03-01,382,5061
2018-03-02,776,1107
2018-03-05,411,6976
2018-03-06,586,3501
2018-03-07,045,8083
2018-03-08,123,7475
2018-03-09,720,3159
2018-03-12,497,1028
2018-03-13,243,5193
2018-03-14,363,5563
2018-03-15,236,6566
2018-03-16,399,0015
2018-03-19,217,5637
2018-03-20,118,5593
2018-03-21,486,4378
2018-03-22,029,0662
2018-03-23,900,2752
2018-03-26,484,9923
2018-03-27,905,4445
2018-03-28,800,6562
2018-03-29,339,8823
2018-03-30,950,5424
2018-04-02,684,9304
2018-04-03,507,3794
2018-04-04,750,4950
2018-04-05,352,3940
2018-04-06,516,2896
2018-04-09,760,4115
2018-04-10,016,6359
2018-04-11,759,8549
2018-04-12,196,6818
2018-04-13,775,2560
2018-04-16,118,9991
2018-04-17,993,8323
2018-04-18,984,0593
2018-04-19,159,2166
2018-04-20,955,9161
2018-04-23,716,1125
2018-04-24,936,0035
2018-04-25,081,4198
2018-04-26,355,0796
2018-04-27,714,9631
2018-04-30,002,9814
2018-05-01,440,6951
2018-05-02,372,5135
2018-05-03,589,6884
2018-05-04,119,5507
2018-05-07,299,4336
2018-05-08,909,5108
2018-05-09,037,8670
2018-05-10,402,7807
2018-05-11,030,8659
2018-05-14,604,6485
2018-05-15,497,6515
2018-05-16,909,1143
2018-05-17,851,8202
2018-05-18,934,5468
2018-05-21,109,3636
2018-05-22,531,0612
2018-05-23,393,5297
2018-05-24,496,8310
2018-05-25,535,0621
2018-05-28,513,9095
2018-05-29,797,4696
2018-05-30,648,2307
2018-05-31,319,1641
2018-06-01,669,3031
2018-06-04,173,0411
2018-06-05,269,8009
2018-06-06,557,2374
2018-06-07,653,5382
2018-06-08,137,5935
2018-06-11,413,3076
2018-06-12,193,6657
2018-06-13,642,7993
2018-06-14,487,5121
2018-06-15,765,7711
2018-06-18,119,4113
2018-06-19,182,1762
2018-06-20,912,2309
2018-06-21,018,4698
2018-06-22,001,9473
2018-06-25,549,2079
2018-06-26,256,2154
2018-06-27,032,0185
2018-06-28,751,7693
2018-06-29,349,7835
2018-07-02,193,6807
2018-07-03,489,6830
2018-07-04,901,6894
2018-07-05,668,8943
2018-07-06,870,7278
2018-07-09,061,5452
2018-07-10,625,3155
2018-07-11,223,2336
2018-07-12,205,0555
2018-07-13,989,1963
2018-07-16,176,6817
2018-07-17,877,8652
2018-07-18,580,7908
2018-07-19,051,0774
2018-07-20,115,4061
2018-07-23,330,8827
2018-07-24,977,3127
2018-07-25,778,2850
2018-07-26,220,9125
2018-07-27,241,7015
2018-07-30,096,2120
2018-07-31,430,7706
2018-08-01,918,1776
2018-08-02,644,2323
2018-08-03,646,8989
2018-08-06,047,1265
2018-08-07,260,8946
2018-08-08,529,0278
2018-08-09,879,7212
2018-08-10,890,2355
2018-08-13,069,6376
2018-08-14,322,6563
2018-08-15,505,7870
2018-08-16,480,7395
2018-08-17,131,4838
2018-08-20,203,5136
2018-08-21,078,4411
2018-08-22,308,4651
2018-08-23,371,4820
2018-08-24,075,6673
2018-08-27,300,5950
2018-08-28,650,3646
2018-08-29,731,7005
2018-08-30,943,5464
2018-08-31,271,7319
2018-09-03,045,0659
2018-09-04,317,2814
2018-09-05,488,0181
2018-09-06,480,2906
2018-09-07,571,6006
2018-09-10,635,9054
2018-09-11,283,8823
2018-09-12,739,8008
2018-09-13,704,8677
2018-09-14,589,6159
2018-09-17,674,8088
2018-09-18,960,4045
2018-09-19,046,9052
2018-09-20,234,6804
2018-09-21,681,8691
2018-09-24,240,1824
2018-09-25,365,0887
2018-09-26,763,1849
2018-09-27,026,5457
2018-09-28,669,0973
2018-10-01,942,3331
2018-10-02,461,6709
2018-10-03,877,3268
2018-10-04,449,7598
2018-10-05,233,7964
2018-10-08,361,6401
2018-10-09,368,2536
2018-10-10,131,0222
2018-10-11,046,2742
2018-10-12,046,6371
2018-10-15,352,7978
2018-10-16,870,8342
2018-10-17,271,3009
2018-10-18,083,8879
2018-10-19,930,5834
2018-10-22,098,7104
2018-10-23,012,2475
2018-10-24,049,6768
2018-10-25,594,5804
2018-10-26,244,4399
2018-10-29,453,4157
2018-10-30,546,2909
2018-10-31,379,2068
2018-11-01,458,2290
2018-11-02,115,5444
2018-11-05,735,6009
2018-11-06,350,3709
2018-11-07,142,8931
2018-11-08,343,7759
2018-11-09,209,8407
2018-11-12,132,5175
2018-11-13,309,9404
2018-11-14,281,2901
2018-11-15,105,6456
2018-11-16,800,3743
2018-11-19,775,8590
2018-11-20,476,9611
2018-11-21,885,4959
2018-11-22,589,3501
2018-11-23,275,8309
2018-11-26,196,8038
2018-11-27,948,2945
2018-11-28,987,4460
2018-11-29,405,3789
2018-11-30,285,5479
2018-12-03,313,8323
2018-12-04,921,7127
2018-12-05,009,6135
2018-12-06,295,6525
2018-12-07,223,5785
2018-12-10,991,2621
2018-12-11,656,3299
2018-12-12,304,5384
2018-12-13,136,1350
2018-12-14,922,5853
2018-12-17,234,8564
2018-12-18,643,5146
2018-12-19,871,9225
2018-12-20,600,5575
2018-12-21,100,6828
2018-12-24,329,1631
2018-12-25,442,3724
2018-12-26,644,2822
2018-12-27,080,3002
2018-12-28,234,5231
2019-01-04,804,5939
2019-01-07,755,9061
2019-01-08,088,3611
2019-01-09,733,5275
2019-01-10,654,9075
2019-01-11,953,8011
2019-01-14,650,9921
2019-01-15,608,9670
2019-01-16,704,0294
2019-01-17,162,1979
2019-01-18,616,7632
2019-01-21,702,2125
2019-01-22,637,2789
2019-01-23,249,3142
2019-01-24,547,3345
2019-01-25,079,7632
2019-01-28,647,2835
2019-01-29,596,4361
2019-01-30,603,1980
2019-01-31,210,9845
2019-02-01,049,3274
2019-02-04,766,8661
2019-02-05,322,5196
2019-02-06,660,2811
2019-02-07,626,6537
2019-02-08,684,1996
2019-02-11,077,4304
2019-02-12,882,7771
2019-02-13,087,4259
2019-02-14,446,4072
2019-02-15,771,0359
2019-02-18,878,1906
2019-02-19,991,8370
2019-02-20,956,0952
2019-02-21,831,9572
2019-02-22,672,4397
2019-02-25,661,5406
2019-02-26,635,2133
2019-02-27,663,2515
2019-02-28,366,5717
2019-03-01,958,5667
2019-03-04,123,7315
2019-03-05,892,2002
2019-03-06,637,1610
2019-03-07,757,4047
2019-03-08,097,5292
2019-03-11,302,7525
2019-03-12,030,1625
2019-03-13,413,3718
2019-03-14,449,2392
2019-03-15,652,5728
2019-03-18,631,4945
2019-03-19,998,6998
2019-03-20,431,2702
2019-03-21,378,0905
2019-03-22,148,8719
2019-03-25,887,4172
2019-03-26,556,1871
2019-03-27,247,1785
2019-03-28,967,4386
2019-03-29,960,1083
2019-04-01,373,4001
2019-04-02,502,8811
2019-04-03,942,9229
2019-04-04,391,1200
2019-04-05,699,9688
2019-04-08,169,8391
2019-04-09,745,4889
2019-04-10,511,4289
2019-04-11,026,7670
2019-04-12,906,0431
2019-04-15,167,7267
2019-04-16,607,8597
2019-04-17,765,7206
2019-04-18,145,3048
2019-04-19,984,1392
2019-04-22,764,6352
2019-04-23,452,6924
2019-04-24,152,9916
2019-04-25,830,7682
2019-04-26,166,9204
2019-04-29,746,2636
2019-04-30,619,0331
2019-05-01,335,6703
2019-05-02,992,0423
2019-05-03,349,5637
2019-05-06,265,1275
2019-05-07,705,8547
2019-05-08,451,7802
2019-05-09,983,6251
2019-05-10,776,0010
2019-05-13,482,2780
2019-05-14,856,9141
2019-05-15,314,4143
2019-05-16,129,4388
2019-05-17,647,9254
2019-05-20,025,5090
2019-05-21,193,1177
2019-05-22,522,7254
2019-05-23,381,1312
2019-05-24,682,3037
2019-05-27,718,7912
2019-05-28,077,3602
2019-05-29,779,8447
2019-05-30,731,3690
2019-05-31,943,0146
2019-06-03,383,9555
2019-06-04,755,3481
2019-06-05,342,4571
2019-06-06,856,8113
2019-06-07,397,0777
2019-06-10,814,1448
2019-06-11,080,3201
2019-06-12,246,5879
2019-06-13,560,5318
2019-06-14,683,9674
2019-06-17,226,4322
2019-06-18,055,4333
2019-06-19,377,4743
2019-06-20,942,0602
2019-06-21,180,2880
2019-06-24,011,3658
2019-06-25,957,6616
2019-06-26,720,5749
2019-06-27,928,4825
2019-06-28,202,1790
2019-07-01,937,7116
2019-07-02,214,7286
2019-07-03,297,8349
2019-07-04,951,7193
2019-07-05,782,2571
2019-07-08,458,1032
2019-07-09,739,4945
2019-07-10,763,3799
2019-07-11,736,3742
2019-07-12,273,2504
2019-07-15,047,6545
2019-07-16,502,8506
2019-07-17,042,5572
2019-07-18,808,0502
2019-07-19,503,7795
2019-07-22,060,7211
2019-07-23,463,7782
2019-07-24,799,2134
2019-07-25,064,5215
2019-07-26,519,2791
2019-07-29,477,3442
2019-07-30,195,2447
2019-07-31,980,7846
2019-08-01,079,2945
2019-08-02,791,1575
2019-08-05,687,1055
2019-08-06,912,6385
2019-08-07,975,5223
2019-08-08,859,2188
2019-08-09,613,8637
2019-08-12,596,9036
2019-08-13,426,8199
2019-08-14,882,6196
2019-08-15,557,0387
2019-08-16,254,4305
2019-08-19,009,8440
2019-08-20,554,8604
2019-08-21,430,9259
2019-08-22,297,6550
2019-08-23,633,9223
2019-08-26,848,6479
2019-08-27,680,7206
2019-08-28,246,9083
2019-08-29,856,1616
2019-08-30,043,2200
2019-09-02,971,9854
2019-09-03,874,7521
2019-09-04,012,2076
2019-09-05,773,1528
2019-09-06,489,8216
2019-09-09,032,7567
2019-09-10,557,9304
2019-09-11,169,4765
2019-09-12,304,0411
2019-09-13,910,5420
2019-09-16,133,5043
2019-09-17,323,3356
2019-09-18,786,3708
2019-09-19,583,8518
2019-09-20,240,3542
2019-09-23,825,1155
2019-09-24,069,1015
2019-09-25,665,1834
2019-09-26,876,1067
2019-09-27,286,8847
2019-09-30,766,9086
2019-10-01,597,0362
2019-10-02,715,9996
2019-10-03,635,7778
2019-10-04,705,0987
2019-10-07,902,7499
2019-10-08,764,0222
2019-10-09,361,5543
2019-10-10,191,8165
2019-10-11,207,0072
2019-10-14,163,0119
2019-10-15,393,5939
2019-10-16,984,8795
2019-10-17,814,5550
2019-10-18,776,1459
2019-10-21,808,0093
2019-10-22,158,3103
2019-10-23,822,8447
2019-10-24,530,8362
2019-10-25,175,7215
2019-10-28,762,7173
2019-10-29,716,8530
2019-10-30,920,2119
2019-10-31,134,3036
2019-11-01,317,8719
2019-11-04,465,8593
2019-11-05,601,5272
2019-11-06,219,1546
2019-11-07,612,0135
2019-11-08,153,6748
2019-11-11,544,6693
2019-11-12,961,5513
2019-11-13,828,9909
2019-11-14,831,1463
2019-11-15,818,4955
2019-11-18,275,6824
2019-11-19,695,9645
2019-11-20,363,1400
2019-11-21,204,8196
2019-11-22,094,2639
2019-11-25,962,6543
2019-11-26,118,2080
2019-11-27,565,6945
2019-11-28,491,7088
2019-11-29,339,8557
2019-12-02,448,4556
2019-12-03,242,3710
2019-12-04,895,0053
2019-12-05,340,7622
2019-12-06,694,2842
2019-12-09,869,9864
2019-12-10,436,9168
2019-12-11,247,7186
2019-12-12,844,0018
2019-12-13,865,8482
2019-12-16,491,0408
2019-12-17,392,6065
2019-12-18,626,6084
2019-12-19,680,8496
2019-12-20,325,1505
2019-12-23,349,1333
2019-12-24,079,4069
2019-12-25,113,6395
2019-12-26,914,4732
2019-12-27,475,2682
2019-12-30,721,9980
2020-01-06,887,0702
2020-01-07,109,6143
2020-01-08,527,4198
2020-01-09,409,5049
2020-01-10,785,9954
2020-01-13,705,9896
2020-01-14,428,1450
2020-01-15,565,9545
2020-01-16,592,0990
2020-01-17,626,6490
2020-01-20,485,2668
2020-01-21,069,5172
2020-01-22,444,4349
2020-01-23,366,2309
2020-01-24,629,4531
2020-01-27,345,0480
2020-01-28,002,7411
2020-01-29,312,9231
2020-01-30,472,6087
2020-01-31,436,6448
2020-02-03,272,3954
2020-02-04,514,6887
2020-02-05,108,0966
2020-02-06,577,4770
2020-02-07,433,9167
2020-02-10,516,2108
2020-02-11,720,0762
2020-02-12,503,1768
2020-02-13,123,9550
2020-02-14,006,3711
2020-02-17,005,6476
2020-02-18,386,2840
2020-02-19,461,2808
2020-02-20,518,5857
2020-02-21,206,1913
2020-02-24,996,9958
2020-02-25,445,9209
2020-02-26,528,0978
2020-02-27,907,4752
2020-02-28,780,8713
2020-03-02,843,8836
2020-03-03,178,0335
2020-03-04,452,8687
2020-03-05,073,9217
2020-03-06,162,2207
2020-03-09,921,1775
2020-03-10,372,0425
2020-03-11,168,0773
2020-03-12,233,9447
2020-03-13,504,5706
2020-03-16,983,3983
2020-03-17,679,4477
2020-03-18,738,4097
2020-03-19,376,7214
2020-03-20,397,5351
2020-03-23,063,3012
2020-03-24,477,6240
2020-03-25,509,2973
2020-03-26,930,5141
2020-03-27,938,2598
2020-03-30,574,4906
2020-03-31,724,9561
2020-04-01,176,4717
2020-04-02,010,4489
2020-04-03,802,8864
2020-04-06,602,7838
2020-04-07,221,7034
2020-04-08,925,1092
2020-04-09,505,7573
2020-04-10,182,2175
2020-04-13,684,4803
2020-04-14,909,4017
2020-04-15,962,2861
2020-04-16,010,7072
2020-04-17,391,5078
2020-04-20,950,9836
2020-04-21,889,0426
2020-04-22,489,2402
2020-04-23,804,2929
2020-04-24,654,1429
2020-04-27,867,8886
2020-04-28,843,4893
2020-04-29,457,7278
2020-04-30,054,8472
2020-05-01,815,3775
2020-05-04,534,0029
2020-05-05,809,0828
2020-05-06,348,1149
2020-05-07,033,0491
2020-05-08,278,3417
2020-05-11,837,4430
2020-05-12,996,2116
2020-05-13,860,9011
2020-05-14,700,7471
2020-05-15,325,6531
2020-05-18,803,6845
2020-05-19,162,2369
2020-05-20,729,4996
2020-05-21,684,3752
2020-05-22,406,1598
2020-05-25,663,7886
2020-05-26,178,5859
2020-05-27,551,7709
2020-05-28,343,4767
2020-05-29,892,1447
2020-06-01,536,2739
2020-06-02,202,7732
2020-06-03,697,8473
2020-06-04,432,3036
2020-06-05,863,0517
2020-06-08,507,8183
2020-06-09,744,3061
2020-06-10,774,8609
2020-06-11,383,3730
2020-06-12,078,0881
2020-06-15,712,8475
2020-06-16,826,9617
2020-06-17,153,0722
2020-06-18,365,8256
2020-06-19,734,1944
2020-06-22,197,8970
2020-06-23,988,6754
2020-06-24,550,8139
2020-06-25,981,7206
2020-06-26,709,6079
2020-06-29,801,4370
2020-06-30,245,9421
2020-07-01,358,1341
2020-07-02,510,9147
2020-07-03,464,0386
2020-07-06,337,9856
2020-07-07,112,7437
2020-07-08,024,6269
2020-07-09,339,0633
2020-07-10,937,0758
2020-07-13,182,4346
2020-07-14,738,2671
2020-07-15,697,0063
2020-07-16,699,1321
2020-07-17,613,2437
2020-07-20,350,2906
2020-07-21,378,6603
2020-07-22,637,4836
2020-07-23,097,9853
2020-07-24,224,9451
2020-07-27,495,2358
2020-07-28,008,9905
2020-07-29,902,1558
2020-07-30,555,0008
2020-07-31,130,2717
2020-08-03,009,5116
2020-08-04,113,6679
2020-08-05,229,4793
2020-08-06,796,8478
2020-08-07,332,2823
2020-08-10,681,8386
2020-08-11,871,8065
2020-08-12,640,8311
2020-08-13,998,8055
2020-08-14,132,2413
2020-08-17,946,6591
2020-08-18,858,3929
2020-08-19,884,5405
2020-08-20,611,6653
2020-08-21,529,6510
2020-08-24,317,7738
2020-08-25,226,8063
2020-08-26,687,8876
2020-08-27,267,8499
2020-08-28,930,5989
2020-08-31,443,1240
2020-09-01,838,2417
2020-09-02,995,3565
2020-09-03,716,3833
2020-09-04,445,6198
2020-09-07,793,3392
2020-09-08,948,2687
2020-09-09,461,7405
2020-09-10,899,8815
2020-09-11,195,6764
2020-09-14,046,8918
2020-09-15,848,4872
2020-09-16,927,4251
2020-09-17,376,7682
2020-09-18,432,3542
2020-09-21,240,2182
2020-09-22,208,9566
2020-09-23,365,4218
2020-09-24,660,1131
2020-09-25,040,2063
2020-09-28,932,2128
2020-09-29,969,1288
2020-09-30,130,7106
2020-10-01,659,4380
2020-10-02,040,1610
2020-10-05,160,4228
2020-10-06,472,4086
2020-10-07,944,2972
2020-10-08,277,2299
2020-10-09,820,6963
2020-10-12,979,9684
2020-10-13,300,7977
2020-10-14,424,1599
2020-10-15,650,4114
2020-10-16,680,6063
2020-10-19,829,1222
2020-10-20,963,0103
2020-10-21,777,4301
2020-10-22,118,8866
2020-10-23,846,6518
2020-10-26,937,8722
2020-10-27,129,4208
2020-10-28,862,5010
2020-10-29,481,2024
2020-10-30,458,5552
2020-11-02,761,0256
2020-11-03,210,6615
2020-11-04,322,6213
2020-11-05,993,1769
2020-11-06,415,1605
2020-11-09,174,8594
2020-11-10,242,1607
2020-11-11,287,6620
2020-11-12,475,2587
2020-11-13,922,6977
2020-11-16,842,0622
2020-11-17,136,2304
2020-11-18,346,0613
2020-11-19,000,8052
2020-11-20,321,3924
2020-11-23,014,8044
2020-11-24,998,2995
2020-11-25,945,0723
2020-11-26,171,1745
2020-11-27,282,2148
2020-11-30,571,0356
2020-12-01,659,0254
2020-12-02,729,1446
2020-12-03,275,5190
2020-12-04,201,4636
2020-12-07,314,2819
2020-12-08,898,6591
2020-12-09,693,0030
2020-12-10,823,7507
2020-12-11,831,0502
2020-12-14,688,4515
2020-12-15,377,0406
2020-12-16,364,0274
2020-12-17,711,1962
2020-12-18,017,1174
2020-12-21,421,9935
2020-12-22,689,6635
2020-12-23,485,7349
2020-12-24,316,8737
2020-12-25,588,5876
2020-12-28,925,2058
2020-12-29,439,2649
2020-12-30,013,0169
2021-01-04,489,3299
2021-01-05,715,1530
2021-01-06,325,7155
2021-01-07,762,1974
2021-01-08,229,5852
2021-01-11,051,6497
2021-01-12,197,8695
2021-01-13,517,1985
2021-01-14,053,4886
2021-01-15,740,0983
2021-01-18,240,5172
2021-01-19,355,8877
2021-01-20,294,3380
2021-01-21,923,4738
2021-01-22,635,1605
2021-01-25,196,2030
2021-01-26,240,4298
2021-01-27,602,7754
2021-01-28,951,1167
2021-01-29,698,2537
2021-02-01,514,5346
2021-02-02,509,7148
2021-02-03,398,8752
2021-02-04,704,0169
2021-02-05,281,3110
2021-02-08,357,6587
2021-02-09,486,4728
2021-02-10,843,4377
2021-02-11,641,3840
2021-02-12,000,6012
2021-02-15,744,7944
2021-02-16,785,6901
2021-02-17,003,2968
2021-02-18,912,9635
2021-02-19,154,8886
2021-02-22,179,4246
2021-02-23,862,1968
2021-02-24,385,9491
2021-02-25,997,9613
2021-02-26,298,9691
2021-03-01,246,5378
2021-03-02,934,8117
2021-03-03,291,2658
2021-03-04,931,3364
2021-03-05,831,4525
2021-03-08,097,6290
2021-03-09,807,3930
2021-03-10,566,2925
2021-03-11,767,6030
2021-03-12,759,2979
2021-03-15,351,3557
2021-03-16,642,3853
2021-03-17,881,5553
2021-03-18,347,7369
2021-03-19,989,4167
2021-03-22,048,3237
2021-03-23,369,2510
2021-03-24,876,3193
2021-03-25,548,3658
2021-03-26,020,8114
2021-03-29,574,5681
2021-03-30,526,0269
2021-03-31,985,9997
2021-04-01,655,6215
2021-04-02,933,0362
2021-04-05,415,0871
2021-04-06,053,2145
2021-04-07,742,9142
2021-04-08,611,8505
2021-04-09,684,3745
2021-04-12,178,2524
2021-04-13,136,7330
2021-04-14,680,6017
2021-04-15,016,2778
2021-04-16,623,0788
2021-04-19,750,5711
2021-04-20,526,5063
2021-04-21,258,1798
2021-04-22,148,7294
2021-04-23,762,9706
2021-04-26,109,3793
2021-04-27,053,3193
2021-04-28,537,2801
2021-04-29,755,2307
2021-04-30,050,9672
2021-05-03,971,4423
2021-05-04,465,0388
2021-05-05,782,6137
2021-05-06,475,3598
2021-05-07,068,0982
2021-05-10,860,2788
2021-05-11,753,4213
2021-05-12,265,1685
2021-05-13,958,0448
2021-05-14,863,5039
2021-05-17,615,1790
2021-05-18,270,1482
2021-05-19,855,6075
2021-05-20,130,5815
2021-05-21,151,0099
2021-05-24,052,2734
2021-05-25,369,5941
2021-05-26,576,1082
2021-05-27,635,0824
2021-05-28,282,7368
2021-05-31,493,5783
2021-06-01,117,9087
2021-06-02,948,1995
2021-06-03,633,6469
2021-06-04,227,5198
2021-06-07,118,2759
2021-06-08,841,1505
2021-06-09,736,0625
2021-06-10,746,9232
2021-06-11,695,4903
2021-06-14,901,6894
2021-06-15,108,4730
2021-06-16,553,3555
2021-06-17,089,6637
2021-06-18,752,7158
2021-06-21,367,9136
2021-06-22,400,0130
2021-06-23,836,0892
2021-06-24,153,2920
2021-06-25,093,2479
2021-06-28,479,5047
2021-06-29,736,3268
2021-06-30,389,1275
2021-07-01,472,8941
2021-07-02,759,1382
2021-07-05,591,8819
2021-07-06,641,3130
2021-07-07,888,8023
2021-07-08,758,1903
2021-07-09,292,1585
2021-07-12,768,6915
2021-07-13,293,5211
2021-07-14,740,6992
2021-07-15,920,0678
2021-07-16,090,5104
2021-07-19,415,6109
2021-07-20,900,5038
2021-07-21,803,6438
2021-07-22,764,9921
2021-07-23,378,1012
2021-07-26,388,4594
2021-07-27,556,7600
2021-07-28,614,8763
2021-07-29,764,1678
2021-07-30,704,7506
2021-08-02,239,9627
2021-08-03,240,8365
2021-08-04,696,1783
2021-08-05,345,0798
2021-08-06,163,9860
2021-08-09,419,2085
2021-08-10,599,2610
2021-08-11,261,0985
2021-08-12,745,8547
2021-08-13,707,0949
2021-08-16,746,7342
2021-08-17,630,9191
2021-08-18,144,4861
2021-08-19,034,1275
2021-08-20,862,6659
2021-08-23,128,8494
2021-08-24,841,2058
2021-08-25,760,3500
2021-08-26,987,3631
2021-08-27,413,2615
2021-08-30,412,0715
2021-08-31,335,9879
2021-09-01,502,4723
2021-09-02,933,3476
2021-09-03,099,4858
2021-09-06,595,6163
2021-09-07,059,0546
2021-09-08,547,1022
2021-09-09,916,3550
2021-09-10,931,5853
2021-09-13,040,9272
2021-09-14,468,8885
2021-09-15,032,2409
2021-09-16,662,1108
2021-09-17,714,3043
2021-09-20,723,8694
2021-09-21,114,6520
2021-09-22,708,4433
2021-09-23,975,0323
2021-09-24,262,2873
2021-09-27,275,6931
2021-09-28,226,6157
2021-09-29,610,4208
2021-09-30,606,2691
2021-10-01,910,9445
2021-10-04,876,3144
2021-10-05,033,3544
2021-10-06,649,8464
2021-10-07,716,7242
2021-10-08,071,5041
2021-10-11,473,1848
2021-10-12,461,0563
2021-10-13,642,9395
2021-10-14,019,0436
2021-10-15,968,2892
2021-10-18,527,4201
2021-10-19,491,6058
2021-10-20,353,1109
2021-10-21,722,4825
2021-10-22,426,1869
2021-10-25,970,2370
2021-10-26,495,6918
2021-10-27,488,5476
2021-10-28,187,9442
2021-10-29,236,2850
2021-11-01,042,7063
2021-11-02,265,5133
2021-11-03,188,7902
2021-11-04,063,9021
2021-11-05,169,3713
2021-11-08,576,1089
2021-11-09,024,2121
2021-11-10,905,9319
2021-11-11,748,4569
2021-11-12,635,1149
2021-11-15,245,8425
2021-11-16,313,3833
2021-11-17,967,8231
2021-11-18,802,8481
2021-11-19,571,4880
2021-11-22,363,1205
